"ogc_fid","trip_count","wkb_geometry"
39,144,"MULTIPOLYGON (((584219.0093363642 4510346.25206683, 584460.2832035777 4510215.753010194, 584419.0314380666 4510138.951740369, 584380.6415387164 4510067.970760921, 584343.7694138279 4509993.245061947, 584329.3543078781 4509986.5769749675, 584271.8159357127 4509976.185188199, 584138.7835536139 4509948.537382659, 584004.0532015396 4509922.941466247, 583933.7771832983 4509909.1861518435, 583944.012285779 4509985.7783246245, 583941.424708067 4510029.359686835, 583947.8697322424 4510056.356610712, 583954.6941909797 4510098.921976997, 583962.0172801719 4510164.184371532, 583969.403131857 4510232.540813001, 583977.4056814568 4510305.689041652, 583984.9596224312 4510373.636386235, 583997.9564705931 4510465.597097443, 584169.4317332113 4510372.875500498, 584219.0093363642 4510346.25206683)))"
992,144,"MULTIPOLYGON (((585291.4233610457 4509768.118198017, 585295.4906314799 4509667.393361188, 585282.4573969911 4509581.427792922, 585277.1349217554 4509547.085423034, 585276.2426094558 4509542.093842179, 585268.4488908872 4509497.13260714, 585254.3054388502 4509418.3877042625, 585163.4097167787 4509467.262217101, 584984.0555596488 4509563.99994374, 584963.3590809463 4509575.163000356, 584874.6712282018 4509622.910292322, 584820.9201139861 4509651.848547718, 584857.317897788 4509718.673907947, 584895.7511163893 4509789.986471446, 584934.3401706018 4509861.478647928, 584975.8215878608 4509938.764460188, 585137.4203622178 4509853.001509566, 585181.249349323 4509830.97510881, 585219.048060255 4509812.179040235, 585291.4233610457 4509768.118198017)))"
841,141,"MULTIPOLYGON (((587630.067532054 4508660.10818434, 587660.6307239359 4508636.359718136, 587655.26475435 4508623.906111206, 587621.5607405851 4508651.405427811, 587621.1616826638 4508656.220158877, 587623.5396247301 4508659.001190388, 587628.0219998425 4508658.363784577, 587630.067532054 4508660.10818434)), ((586848.2849497661 4509037.790715604, 586848.054027583 4509032.475886149, 586846.6375441893 4509031.805810891, 586844.1684633668 4509032.945344135, 586842.7248388904 4509032.64154799, 586841.4018696969 4509032.097412019, 586838.8773210318 4509005.719415206, 586847.2585118103 4509004.823528453, 586849.3639946114 4509004.598965976, 586851.4164684834 4509004.431698821, 586852.784774118 4509003.692845923, 586853.4712320287 4509002.384423815, 586855.1804383906 4509002.272913417, 586855.3969817155 4508999.719082311, 586844.8009679732 4508919.476502183, 586830.4141354248 4508928.770009897, 586825.230155021 4508933.705948554, 586820.4818203985 4508937.239008262, 586814.9913429909 4508941.543104538, 586808.735125553 4508947.086535603, 586702.6474084473 4509006.581293484, 586501.175381883 4509119.083132887, 586488.8881937078 4509125.2941564545, 586456.286799283 4509140.702321772, 586396.1119031482 4509172.846464327, 586342.2191318257 4509202.019667991, 586300.6961844517 4509224.496831176, 586208.7881566 4509276.44053564, 586139.6749731457 4509314.677691511, 586104.062030501 4509334.276402672, 585991.3298529553 4509394.705778932, 585970.723955416 4509405.1893835105, 585923.1821710492 4509429.036018567, 585915.7454161575 4509432.86333505, 585930.0226920906 4509439.813316953, 585935.2701413985 4509449.493744674, 585964.6242485367 4509503.643047183, 585978.223093731 4509528.473998127, 586003.3853379634 4509574.706544638, 586022.5301769738 4509608.916177101, 586039.8297334554 4509640.945183214, 586053.7853791919 4509666.159906712, 586074.0128626587 4509704.3918937575, 586095.9011279893 4509745.174729301, 586110.3878144461 4509772.093993892, 586119.8474186256 4509789.861706351, 586144.7646879449 4509836.496971651, 586148.4718042319 4509824.919089112, 586158.7306558056 4509818.657440269, 586176.0760765905 4509808.069679017, 586228.7147027866 4509780.428501508, 586261.3189770908 4509760.023312336, 586317.4340759894 4509730.652649352, 586377.1980867753 4509698.469118599, 586455.7256586741 4509656.180589038, 586516.1856915342 4509623.621674695, 586581.7414696872 4509589.514682484, 586595.0655941336 4509582.024292333, 586601.8813896553 4509578.742663424, 586606.2658316054 4509576.585091691, 586616.1945087084 4509572.718190065, 586623.2189164363 4509568.938081839, 586630.3412526378 4509565.4809461115, 586637.1092528116 4509561.86419323, 586664.3010918765 4509548.167636518, 586666.9813869015 4509533.240121321, 586668.7580183222 4509525.706092251, 586670.4490532962 4509518.53652325, 586676.6065399416 4509487.704723328, 586678.249276586 4509479.489632637, 586687.9121015196 4509434.333507239, 586690.624137597 4509429.214621782, 586691.9879205391 4509427.453773045, 586694.1692461167 4509423.37387054, 586696.1856654396 4509420.609184701, 586699.1107147154 4509415.619496509, 586703.1483377691 4509409.477320447, 586706.2512080369 4509405.040041693, 586710.9005880652 4509398.904776898, 586714.9600224631 4509393.71188634, 586718.8652527295 4509388.608728429, 586722.8905621127 4509383.751869476, 586730.3123847945 4509375.7461799765, 586737.7598189317 4509368.199342594, 586745.1236476367 4509359.886795217, 586753.9631319026 4509350.853748159, 586761.0406145132 4509343.670810019, 586767.8875065388 4509337.390891298, 586769.623579642 4509335.803831299, 586780.430164009 4509325.965303094, 586788.3347098152 4509318.722055329, 586788.8885665069 4509318.193434421, 586801.2317149974 4509306.422940475, 586804.2567051825 4509302.938218729, 586807.9917576581 4509298.376865647, 586812.006882217 4509293.4507189905, 586817.2501456768 4509285.777355656, 586821.2313231556 4509279.700170428, 586823.4793343545 4509276.411561728, 586830.5137670778 4509264.98344503, 586830.800090692 4509264.157911443, 586834.6607525825 4509256.559676884, 586840.9647003397 4509244.663284824, 586845.3113275839 4509234.861197521, 586850.3934549954 4509221.845155301, 586851.3297823701 4509218.814642864, 586853.8088603038 4509210.584820254, 586855.8374712496 4509201.707975383, 586857.3979032512 4509193.559719071, 586858.0814042455 4509189.989389901, 586859.0837682525 4509182.47659574, 586859.9980863805 4509169.610071345, 586860.5950641632 4509160.137467473, 586860.7287836168 4509151.733871794, 586859.8019020704 4509135.076714102, 586859.2578465441 4509125.855316107, 586857.2912479821 4509109.8015019, 586856.9885473389 4509107.333785804, 586855.7114515951 4509095.108376299, 586852.8514604773 4509072.1496285815, 586849.4366194535 4509038.841307145, 586848.2849497661 4509037.790715604)))"
2060,139,"MULTIPOLYGON (((584638.1693862628 4512277.740795026, 584600.1592322711 4512208.527289079, 584562.530659844 4512139.58063128, 584544.2263502319 4512105.369031358, 584525.5588346596 4512070.478690273, 584485.6946035228 4511995.991393753, 584446.8786654653 4511920.615900448, 584421.0619805143 4511876.610809679, 584413.5625714111 4511862.681752414, 584371.2828698959 4511784.156055005, 584344.3326464433 4511732.593205448, 584333.7039873261 4511713.829374453, 584237.5963467414 4511765.762793529, 584211.7785432345 4511779.759048086, 584192.9830451647 4511789.948292175, 584092.3672618386 4511844.493370407, 583852.4518724215 4511973.916184152, 583844.5755678667 4511978.326441477, 583834.8050047662 4511983.933663783, 583824.2889387681 4511989.486971962, 583797.4553007398 4512003.522995283, 583798.1950118005 4512004.906169228, 583787.2700856535 4512010.748272358, 583798.9942758447 4512032.67349747, 583809.7923875464 4512026.898933217, 583825.1400953378 4512054.640737035, 583837.774863603 4512078.207120144, 583846.3298896793 4512093.912663784, 583856.6826903212 4512113.403540929, 583865.2250106991 4512129.341019431, 583887.454085607 4512170.813898741, 583895.826719162 4512186.4157797, 583907.1690119463 4512208.48463638, 583910.7267135076 4512215.418619394, 583920.1755696051 4512234.300108704, 583952.4687565919 4512293.929165901, 583970.0549826307 4512284.009800509, 584003.7632139102 4512348.545229706, 583989.8394047457 4512356.638599597, 583963.3911106562 4512372.36920455, 583983.9027051608 4512409.068069462, 583819.7097654748 4512496.363036736, 583817.2024312774 4512498.121008077, 583815.7640459385 4512501.1658995915, 583816.3021581774 4512504.29724048, 583855.5030069845 4512576.114598135, 583857.3993287041 4512578.054640495, 583860.0133835986 4512578.258424909, 583862.748323714 4512577.940694648, 583873.6436211554 4512572.775175231, 584027.4041129462 4512490.38296919, 584052.0785810237 4512536.926890053, 584077.4645889035 4512523.224569543, 584085.8063322966 4512538.311551542, 584062.5912920409 4512550.85030327, 584048.3960491138 4512558.812595885, 584052.0740296033 4512565.721878942, 584056.5239493687 4512574.081494152, 584048.3369026871 4512579.612829694, 584047.1016299995 4512578.348098989, 584042.0587950803 4512582.218609527, 584046.2346679049 4512587.6609531855, 584051.182748531 4512583.863219473, 584050.1786218649 4512582.579120341, 584057.9198807431 4512576.953726815, 584059.5766397289 4512580.454714231, 584097.1802303588 4512560.116346098, 584105.1403043288 4512575.815202251, 584074.8906295308 4512592.842295741, 584083.4167162797 4512607.384885284, 584113.3505882147 4512589.9720021915, 584117.3280365841 4512587.658324952, 584139.2924085332 4512574.881295011, 584149.155606915 4512569.143677231, 584156.7956590675 4512564.767726382, 584166.9261264298 4512558.71667322, 584402.7863253703 4512418.993407354, 584396.9672627684 4512408.1536108665, 584499.8143775946 4512353.261041202, 584515.5125816469 4512344.882299267, 584531.8985103687 4512335.913769949, 584539.3224905689 4512331.850435233, 584638.1693862628 4512277.740795026)))"
78,138,"MULTIPOLYGON (((585576.4828782666 4512863.940401856, 585538.6900151396 4512793.578594548, 585501.1881375285 4512724.005888816, 585463.1628759663 4512653.336488313, 585425.8684663494 4512584.68200722, 585185.0915734993 4512715.521766905, 585035.2954848354 4512795.3094330365, 584943.1389277517 4512844.823327538, 584962.1165314368 4512880.089044574, 584969.5581190932 4512894.82419239, 584979.8593280112 4512914.88443858, 585018.1782027958 4512984.170027448, 585055.9868524882 4513054.10113332, 585093.6481563719 4513124.154478683, 585334.965024719 4512993.9474191815, 585423.404512097 4512946.335298981, 585444.3357597931 4512935.134269735, 585576.4828782666 4512863.940401856)))"
24,137,"MULTIPOLYGON (((585505.365222579 4510266.654280397, 585469.038151067 4510200.639428939, 585432.7692232681 4510135.668880654, 585398.5750164363 4510069.973196781, 585363.6357833805 4510004.910983107, 585347.5828862676 4509976.633902614, 585327.2890064133 4509940.887331705, 585292.6073338678 4509876.2079396965, 585293.7444813026 4509867.099568941, 585290.8414526028 4509860.913483668, 585288.520802255 4509854.486213027, 585286.8022769166 4509847.8724473845, 585285.7004726004 4509841.12849115, 585285.2247891565 4509834.31169987, 585285.3792742233 4509827.480078377, 585291.4233610457 4509768.118198017, 585219.048060255 4509812.179040235, 585181.249349323 4509830.97510881, 585137.4203622178 4509853.001509566, 584975.8215878608 4509938.764460188, 585016.9427824413 4510015.458305854, 585055.4105615793 4510086.889307863, 585090.9253656741 4510152.412942458, 585115.0155351695 4510197.114239069, 585117.6703234313 4510202.040397368, 585126.2450399367 4510217.951494738, 585161.2675374703 4510283.249720723, 585196.7310370933 4510348.62587052, 585232.0646992715 4510414.347517085, 585311.5377512543 4510371.218533908, 585500.4995835384 4510269.093360198, 585505.365222579 4510266.654280397)))"
837,137,"MULTIPOLYGON (((585522.1792314461 4509188.065071133, 585725.483711591 4509078.355614814, 585689.3967612751 4509013.102410436, 585652.6444475452 4508944.035437208, 585617.4784400938 4508879.644393438, 585581.1452886236 4508810.374391017, 585544.6729891438 4508744.80882409, 585507.7088056518 4508675.822417756, 585305.5490543479 4508785.449140616, 585147.6171089663 4508870.403851998, 585141.99909932 4508873.455098192, 585154.562286243 4508922.610985436, 585160.2934318355 4508945.03550584, 585161.530817174 4508951.676599607, 585174.7895440928 4508996.610937937, 585177.7615544333 4509003.272772791, 585187.5521353049 4509022.193027803, 585199.9163549653 4509043.759105797, 585202.6314908889 4509049.098358771, 585208.4011082983 4509060.573271607, 585225.1496545378 4509091.388012236, 585246.9536239095 4509131.004982792, 585248.937142669 4509134.628290061, 585260.6839226766 4509156.087019192, 585295.353127511 4509226.891994446, 585317.5632416507 4509260.338946413, 585333.6254010892 4509289.677509727, 585380.788127301 4509266.314455598, 585403.0118246039 4509254.190532402, 585522.1792314461 4509188.065071133)))"
1946,137,"MULTIPOLYGON (((583385.4673216562 4507823.426798948, 583370.2606980066 4507743.830367339, 583362.0593184934 4507694.21407152, 583355.937132565 4507657.176619412, 583346.673060115 4507611.4509016825, 583343.7078413676 4507595.468184895, 583328.9882071959 4507524.900785413, 583305.838256884 4507441.141215208, 583304.0147788842 4507434.189052861, 583277.9626944807 4507303.917888248, 583267.6721967875 4507242.32181564, 583261.2858593789 4507199.122334612, 583249.9863945383 4507139.834478826, 583240.8178186633 4507146.47853167, 583231.0358797162 4507153.048068081, 583193.5229201317 4507175.387838609, 583134.3244558487 4507205.027688784, 583066.2040978689 4507266.4566551065, 583062.7684531015 4507269.554862432, 583069.1213562898 4507302.78986428, 583064.9829928094 4507312.972180334, 583062.6689543119 4507324.225103397, 583062.5177927217 4507336.034470666, 583064.6594230306 4507347.76145586, 583067.6168390634 4507355.292026061, 583068.7974984619 4507358.2438780675, 583074.101341917 4507366.510807184, 583081.239618981 4507374.418219141, 583086.9069765244 4507408.6742382655, 583068.1919364734 4507412.1361316135, 583036.909462896 4507417.922601199, 582980.2919035133 4507428.298136305, 582974.448192425 4507380.002476445, 582973.2680151524 4507369.791540345, 582973.0784209673 4507369.4328490505, 582972.833180738 4507369.10964226, 582972.5387837833 4507368.830472361, 582972.2030201533 4507368.602726486, 582971.8347745066 4507368.432431029, 582971.4437910111 4507368.324092186, 582971.0404155003 4507368.280576717, 582970.6353217149 4507368.303036088, 582970.268634661 4507368.3819846315, 582969.917933665 4507368.515030038, 582969.5911504988 4507368.6991632255, 582969.2956759887 4507368.930219674, 582969.0381928551 4507369.202973599, 582968.8245245679 4507369.511256148, 582968.6595036451 4507369.84809493, 582970.0644486058 4507380.866012684, 582976.9408834482 4507434.792318137, 582983.2420369852 4507484.069093254, 582993.2154341338 4507562.922684634, 582995.2358447087 4507577.8924469, 582995.2812438657 4507578.229009436, 582999.6697985823 4507612.744596575, 583004.4443469958 4507650.297267024, 583015.5541389453 4507736.918749405, 583026.3077005062 4507821.286993745, 583035.6080705395 4507894.254973047, 583047.4721364062 4507987.336515907, 583048.7924243205 4507990.089872603, 583051.7036316924 4507992.0295635415, 583054.1965461997 4507991.985005828, 583111.9954024596 4507982.660617021, 583112.2420555872 4507984.185042583, 583135.5112608235 4507980.5860447595, 583135.3814174556 4507978.726047956, 583145.5146149569 4507977.083835799, 583192.0810902097 4507969.535102313, 583192.4239298055 4507972.177378616, 583192.9203548975 4507975.996057578, 583193.4472751003 4507977.827600222, 583194.5276857358 4507979.178562283, 583196.6471127778 4507980.055439651, 583217.1590227005 4507977.245777033, 583343.2102038867 4507956.408645685, 583354.7149550527 4508023.868999298, 583354.329365022 4508025.688217402, 583357.6104602723 4508047.1339251, 583385.4472859998 4508043.041468423, 583397.889425511 4508040.7486390965, 583407.4989194087 4508039.50331618, 583420.1433026966 4508037.5667091, 583417.4982929216 4508019.0526118325, 583388.8358476772 4507843.944166554, 583385.4673216562 4507823.426798948)))"
2179,135,"MULTIPOLYGON (((583684.3776557843 4507724.023838236, 583716.870730924 4507705.058500582, 583825.6724327481 4507641.784281166, 583966.432042837 4507559.495669918, 583931.4977614301 4507502.317848036, 583892.311143623 4507439.739170027, 583872.2643652835 4507404.971816669, 583855.6213569042 4507378.16539557, 583819.0099149435 4507319.728885778, 583783.0158883436 4507259.566735559, 583760.0867984458 4507221.78758679, 583741.4486949566 4507192.244820037, 583721.2100339603 4507204.419532321, 583612.1198240332 4507267.66310215, 583479.6951213968 4507343.425603219, 583470.5004599929 4507348.895375177, 583405.9125726266 4507385.483960417, 583360.192038218 4507411.652626374, 583305.838256884 4507441.141215208, 583328.9882071959 4507524.900785413, 583343.7078413676 4507595.468184895, 583346.673060115 4507611.4509016825, 583355.937132565 4507657.176619412, 583362.0593184934 4507694.21407152, 583370.2606980066 4507743.830367339, 583385.4673216562 4507823.426798948, 583399.9948380867 4507814.725447379, 583479.3439908995 4507767.686905272, 583535.4320946614 4507735.117691996, 583545.9332623828 4507804.321240193, 583684.3776557843 4507724.023838236)))"
28,131,"MULTIPOLYGON (((585498.259928167 4510908.109219222, 585461.159025624 4510839.295037235, 585424.2255367581 4510770.613934739, 585386.9758339742 4510699.505636592, 585360.5248592917 4510650.823734278, 585349.6082201847 4510631.30558678, 585331.222509289 4510598.924603345, 585309.9722707166 4510558.061406616, 585269.0823770949 4510483.446564257, 585232.0646992715 4510414.347517085, 584958.8231767016 4510562.256746899, 584995.5149444243 4510630.6316262195, 585035.7146951876 4510706.114430568, 585075.5360570706 4510779.631892736, 585096.6513197141 4510818.522085043, 585112.8092038708 4510848.6133254785, 585150.2204763265 4510917.555927909, 585187.4454663402 4510986.618373832, 585224.9244803628 4511055.819256859, 585376.6709660847 4510973.861795424, 585498.259928167 4510908.109219222)))"
993,129,"MULTIPOLYGON (((585778.9393233828 4510119.102015458, 585759.944294415 4510083.927002162, 585754.8035716269 4510074.407401421, 585743.7649166952 4510053.96594799, 585708.5624003297 4509988.4887618385, 585673.2254053585 4509922.970978032, 585637.370002879 4509857.026236212, 585602.7974170935 4509792.013217447, 585564.2121645332 4509720.55421823, 585522.7718574986 4509643.925432819, 585489.5056663617 4509661.842885644, 585386.9041040215 4509717.104846056, 585381.8026621209 4509719.830478153, 585291.4233610457 4509768.118198017, 585285.3792742233 4509827.480078377, 585285.2247891565 4509834.31169987, 585285.7004726004 4509841.12849115, 585286.8022769166 4509847.8724473845, 585288.520802255 4509854.486213027, 585290.8414526028 4509860.913483668, 585293.7444813026 4509867.099568941, 585292.6073338678 4509876.2079396965, 585327.2890064133 4509940.887331705, 585347.5828862676 4509976.633902614, 585363.6357833805 4510004.910983107, 585398.5750164363 4510069.973196781, 585432.7692232681 4510135.668880654, 585469.038151067 4510200.639428939, 585505.365222579 4510266.654280397, 585511.5994213143 4510263.168226088, 585543.4411990308 4510246.191115706, 585579.8422799993 4510226.625671874, 585643.6319026022 4510192.309797028, 585669.2590956006 4510178.467080949, 585676.6847805255 4510174.455948786, 585702.537143965 4510160.491590947, 585778.9393233828 4510119.102015458)))"
41,123,"MULTIPOLYGON (((586575.5582482234 4511595.987902795, 586535.0383699335 4511521.677317824, 586497.9962704233 4511452.791757658, 586460.0693573471 4511386.057194651, 586423.2219624514 4511314.513796709, 586410.6949764597 4511291.131024904, 586404.7778885777 4511280.086352165, 586404.741483122 4511280.018404091, 586386.2610008629 4511245.523144594, 586348.8674240226 4511176.507544417, 586311.7487760745 4511107.40518038, 586175.6453190278 4511180.8704869645, 586047.1015491777 4511250.783876565, 586038.6497280943 4511255.076502321, 586075.5463640222 4511323.911445289, 586112.633950223 4511393.107240268, 586149.9637227121 4511462.091284621, 586187.0415348648 4511530.823316784, 586224.0423001101 4511600.525336665, 586228.3332934639 4511608.511220516, 586261.5872574613 4511668.604139884, 586268.7602922606 4511682.058353807, 586300.9554975745 4511743.135611451, 586312.3184185987 4511737.119456945, 586349.2765975834 4511717.549396431, 586371.0502763024 4511705.93358694, 586399.5666800995 4511690.720499535, 586439.2953327044 4511669.525859365, 586575.5582482234 4511595.987902795)))"
42,121,"MULTIPOLYGON (((584852.6155048879 4510365.398903385, 584817.1221884402 4510299.3092756625, 584781.8221801006 4510234.242203188, 584743.0966994071 4510162.666302686, 584701.9522118323 4510086.219284706, 584460.2832035777 4510215.753010194, 584219.0093363642 4510346.25206683, 584260.7280082672 4510423.491466795, 584299.107143534 4510494.530428694, 584334.3440384953 4510560.219851037, 584369.6071275403 4510625.625817256, 584611.0304154031 4510495.458429017, 584852.6155048879 4510365.398903385)))"
48,117,"MULTIPOLYGON (((585150.2204763265 4510917.555927909, 585112.8092038708 4510848.6133254785, 585096.6513197141 4510818.522085043, 585075.5360570706 4510779.631892736, 585035.7146951876 4510706.114430568, 584995.5149444243 4510630.6316262195, 584754.2752003212 4510760.692074883, 584596.6665088468 4510845.766401356, 584591.9412546698 4510848.316952045, 584512.6951371664 4510891.092491672, 584552.8729204484 4510965.281200387, 584592.4217210922 4511038.689111802, 584630.1700453415 4511109.019085778, 584667.5903351741 4511178.746483079, 584844.7108665906 4511082.765270417, 584908.5819456871 4511048.153562654, 585150.2204763265 4510917.555927909)))"
25,112,"MULTIPOLYGON (((585232.0646992715 4510414.347517085, 585196.7310370933 4510348.62587052, 585161.2675374703 4510283.249720723, 585126.2450399367 4510217.951494738, 585117.6703234313 4510202.040397368, 585115.0155351695 4510197.114239069, 585090.9253656741 4510152.412942458, 585055.4105615793 4510086.889307863, 585016.9427824413 4510015.458305854, 584975.8215878608 4509938.764460188, 584701.9522118323 4510086.219284706, 584743.0966994071 4510162.666302686, 584781.8221801006 4510234.242203188, 584817.1221884402 4510299.3092756625, 584852.6155048879 4510365.398903385, 584887.7881852598 4510430.412804083, 584923.5052684908 4510495.974055784, 584939.2098588587 4510526.087337419, 584958.8231767016 4510562.256746899, 585232.0646992715 4510414.347517085)))"
2062,111,"MULTIPOLYGON (((585119.5106857747 4512016.7774525415, 585082.6225050325 4511947.998667832, 585045.4593827543 4511879.048924062, 585008.1934504198 4511809.730949812, 584968.1127939081 4511735.625047949, 584726.9433743866 4511865.920794061, 584616.6027444811 4511924.6598095875, 584569.9301813941 4511950.465300524, 584563.9342878243 4511953.275604852, 584561.0083391094 4511954.68472993, 584557.7563753566 4511956.143816865, 584552.4251595155 4511958.890088735, 584485.6946035228 4511995.991393753, 584525.5588346596 4512070.478690273, 584544.2263502319 4512105.369031358, 584562.530659844 4512139.58063128, 584600.1592322711 4512208.527289079, 584638.1693862628 4512277.740795026, 584767.631466679 4512206.776603482, 584823.8682156435 4512176.473983462, 584832.9372034074 4512172.24137107, 584878.62151843 4512147.468120189, 585119.5106857747 4512016.7774525415)))"
2096,108,"MULTIPOLYGON (((583655.8090809078 4510644.465240302, 583667.2963337181 4510638.0769785745, 583677.9057333374 4510632.278067895, 583686.5789536131 4510631.374205597, 583694.3450129089 4510629.972026948, 583736.4069088552 4510606.665844128, 583771.4862821575 4510587.447659391, 583841.1833482548 4510550.075909492, 583971.058260459 4510479.939017958, 583977.8477901828 4510476.392573545, 583997.9564705931 4510465.597097443, 583984.9596224312 4510373.636386235, 583977.4056814568 4510305.689041652, 583969.403131857 4510232.540813001, 583962.0172801719 4510164.184371532, 583954.6941909797 4510098.921976997, 583947.8697322424 4510056.356610712, 583941.424708067 4510029.359686835, 583944.012285779 4509985.7783246245, 583877.2991551589 4509973.6818652535, 583735.055437071 4509945.479304209, 583708.2595054004 4509940.802046829, 583598.370213305 4509923.0862793345, 583589.6348680712 4509922.777797063, 583580.6034045098 4509922.926861512, 583569.7050202464 4509924.056605246, 583538.1196610223 4509927.330665434, 583535.2117767748 4509928.139684634, 583535.7777431152 4509933.214389177, 583534.2717621739 4509934.522541602, 583532.8579054704 4509936.207084882, 583531.7398881578 4509938.100947102, 583530.9480689293 4509940.15270223, 583530.5039488832 4509942.30663681, 583530.4195876768 4509944.5042628, 583530.6972760584 4509946.685905754, 583531.3294736656 4509948.7923252275, 583532.2990137753 4509950.766323409, 583533.5410228332 4509952.508747432, 583535.0455288354 4509954.030289313, 583536.7738584775 4509955.291837839, 583536.7922956616 4509960.516202129, 583539.75981001 4509960.288299152, 583543.2814844686 4510029.919212669, 583546.9161409007 4510099.220056467, 583549.642095038 4510151.194811799, 583498.0608884677 4510153.812033638, 583499.4132851876 4510177.291123976, 583497.6380012938 4510178.761972789, 583496.1060606062 4510180.48481545, 583494.8528335562 4510182.419873862, 583493.9072554569 4510184.522470143, 583493.2911584199 4510186.744058202, 583495.2826711904 4510187.013269544, 583497.2920219387 4510187.046548209, 583499.2913573533 4510186.843432889, 583500.4611510492 4510186.612237947, 583500.7042925637 4510187.556190199, 583551.1463381929 4510184.580816649, 583552.8880587625 4510222.220918547, 583555.308628557 4510274.531555375, 583546.3969710207 4510274.335200093, 583541.6399669995 4510275.703347745, 583525.4397080499 4510274.376989101, 583471.2485043764 4510278.220602542, 583463.0380811775 4510283.058142851, 583454.9368118322 4510283.419223664, 583454.275126092 4510284.195502418, 583454.1029469743 4510307.205380888, 583450.154019085 4510310.226901109, 583450.5565206698 4510316.447225952, 583456.7055349553 4510315.878381171, 583458.6506980001 4510351.098911568, 583459.5850208923 4510362.110811035, 583463.3951911163 4510430.026541015, 583404.5457239123 4510431.782471083, 583404.7722546464 4510439.363147124, 583362.2159170678 4510441.3707515905, 583361.9954515065 4510447.028818098, 583369.2261704858 4510446.454387329, 583369.2343578086 4510445.735704774, 583462.0736308553 4510441.429675009, 583470.5113419363 4510445.6199718425, 583525.945283862 4510441.986418587, 583617.7692455454 4510438.555819552, 583629.0316020772 4510447.747143616, 583629.4601890664 4510449.494750597, 583627.333734153 4510452.898448235, 583627.1103980492 4510456.464062625, 583628.521617149 4510459.089074159, 583631.6756390455 4510467.241804872, 583635.7115475802 4510495.237587255, 583624.8146587698 4510505.890925325, 583614.1749590174 4510511.060121625, 583617.901581075 4510518.297461483, 583567.8699711413 4510544.81424411, 583553.3239619655 4510521.370850491, 583467.3050374629 4510567.5810777135, 583513.2988577107 4510654.02074279, 583559.9378080002 4510628.100181162, 583573.6278788258 4510652.380230159, 583641.9668417387 4510616.33779853, 583645.2751369464 4510623.147172822, 583652.8218466472 4510621.8324958235, 583655.8090809078 4510644.465240302), (583637.8098433015 4510609.730374808, 583576.9124891764 4510642.683371732, 583567.7979454944 4510625.438715076, 583599.7481773614 4510607.180625349, 583571.3850191515 4510552.049173363, 583622.0585804343 4510524.904884003, 583625.9992602018 4510531.933062091, 583639.5662921749 4510525.20465844, 583640.8074708839 4510534.853851863, 583646.0733441222 4510575.791279715, 583649.2195020275 4510597.255678809, 583634.2827438683 4510603.553309885, 583637.8098433015 4510609.730374808)))"
